date,meantemp,humidity,wind_speed,meanpressure
2017-01-01,-1.2673731920395614,1.497311225328595,-0.9213117338552628,-5.430144343178116
2017-01-02,-0.9151674055203405,0.9880446846744156,-0.8878434561091244,0.04385118137440237
2017-01-03,-1.1042601480493341,1.2628779127592966,-0.6390536666554288,0.044168202022143804
2017-01-04,-0.8879380505961655,0.565652187701103,-0.5219254043928226,0.029141423319196644
2017-01-05,-0.9302948249226599,0.853899894775842,-0.7979342747718976,0.02134271538475565
2017-01-06,-0.8037745899214427,1.1114816864657848,0.3951818352274627,0.006730945529760624
2017-01-07,-1.4313905926244928,2.084105772870073,0.6966519108818614,0.004461365892520442
2017-01-08,-1.298528060373858,1.3593106243680273,-1.097221001688967,0.02828546757029407
2017-01-09,-1.450029734388065,1.19931104367844,-0.07901271910867326,0.03058160283322213
2017-01-10,-1.784994021153711,0.6772213910069895,0.5457769148022685,0.03592566518086403
2017-01-11,-1.9362682151769057,0.6870368634385927,0.6369177287605535,0.03529162388538182
2017-01-12,-1.828783919423583,0.8323747359346078,-0.06051044860586351,0.03295568227044404
2017-01-13,-1.6319401307302432,0.38949332659039465,-0.10285878262898725,0.03958072676659058
2017-01-14,-1.63674531101098,0.8147688780151853,-0.35986718411402446,0.04705943032954627
2017-01-15,-1.1963400922373657,0.7137804694841191,-0.7246789084411497,0.04301038748256621
2017-01-16,-1.4393324878107105,1.0603519982538903,0.7716583375042881,0.03741566222524946
2017-01-17,-1.8379399890618293,1.413381823377208,0.2526483509904894,0.04448522266988458
2017-01-18,-1.6583018836592853,1.0534811675517677,-0.19289474967720568,0.06485379928727682
2017-01-19,-1.4435465546442137,0.8655849810039405,0.7623683085911661,0.06971100849731694
2017-01-20,-1.3558530181089632,0.3550328134713922,0.9592813616300765,0.06389022337111425
2017-01-21,-1.3384062918417572,0.6139187064843328,1.5067181054493994,0.05640795572625045
2017-01-22,-0.9233362119975927,0.9301988338108351,-0.2286244120140949,0.05961344798010937
2017-01-23,-0.9672235252283222,0.9160645535093273,-0.03243837629555923,0.05267181469097474
2017-01-24,-0.9358853929626474,0.4526035508692944,-0.7776926603910332,0.04722814044816998
2017-01-25,-0.5748004689681521,0.5603518325880372,0.41162748971664276,0.044548626799433264
2017-01-26,-1.231222418033087,1.837316751732629,0.3477479840878889,0.04104328420869256
2017-01-27,-1.1874609547620911,0.9774112562068457,1.6536304574438487,0.042979374593112955
2017-01-28,-1.4102465859598872,1.3149296605026453,0.618891105852343,0.051603777214626036
2017-01-29,-1.3009166002794874,1.2563342644715612,0.7526911951399963,0.038778851010537546
2017-01-30,-1.1950246644632512,1.0076756295376212,-0.5713138724972444,0.029902272873776208
2017-01-31,-1.2385159952449194,0.9160645535093273,-0.504189894649589,0.02800014898732698
2017-02-01,-1.3576444230381854,1.0706582443070731,-0.39888530554913854,0.039412892306021054
2017-02-02,-1.1070105879406649,0.35925957193476205,-0.8583962398056492,0.04745368873510015
2017-02-03,-1.3050422601164835,1.0445580107957657,-1.11838268945078,0.04070979495587277
2017-02-04,-0.8879380505961655,1.0102930888527148,0.6475097693016519,0.021723140162045105
2017-02-05,-0.89725335622812,1.012152862576598,0.266196309822126,0.0206419329002749
2017-02-06,-1.134514986853973,0.5430766011084168,0.47557385540196917,0.030853334817000498
2017-02-07,-1.3746627698657947,0.1946273297865131,0.16366289411905668,0.031566631274418874
2017-02-08,-1.2963783744587916,0.4684790106282347,-0.6250130547753687,0.02857078615326181
2017-02-09,-1.340626076210576,0.4670066897634939,0.216315188669282,0.032993224189255634
2017-02-10,-1.4370633749003627,0.6674059185753863,0.48050038588620075,0.02895121093055127
2017-02-11,-1.3065893825553572,0.20935053843391746,-0.6538332581081235,0.0344198171040924
2017-02-12,-1.2214976484173101,0.5847923589427289,-1.1692715100208542,0.05153893208213351
2017-02-13,-1.2101520838655706,0.3860290422027699,-0.11560980270582191,0.06255539959115129
2017-02-14,-1.1364059142792629,0.2976897903183437,0.014019530660521876,0.06152508248599083
2017-02-15,-1.0415894105254389,0.4280953526239249,-0.29753953558780305,0.05693960525972973
2017-02-16,-0.6769105499338086,-0.2176225123408093,0.7844057351322372,0.04012618876343944
2017-02-17,-0.5339564365818893,0.23290767226976478,0.5277950785348235,0.03370652064667402
2017-02-18,-0.5577821221405426,0.6068771719138355,-0.14393735299015367,0.03227992773183726
2017-02-19,-0.38914577630332203,0.33249010166675413,-0.1872684279310086,0.01373421983895938
